;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Status;Prefixo;Placa;Garagem / Local;Endereço;Bairro;Cidade;Cep ;Fabricante;Modelo;Chassi;"Ano
Fabric./Model";Motor;RPM min;RPM max;Limite de opacidade
OK;221050;GBP4I07;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8246NR034123;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221051;GBL0E54;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8248NR029764;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221052;GET9I73;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8248NR033751;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221053;GDE6C16;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8249NR029921;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221054;GJX3I25;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K824XNR034982;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221055;GEM9G23;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K824XNR035002;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221056;GEP9B93;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8240NR033839;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221057;GCH2D87;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8241NR035017;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221058;GIU8D24;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8243NR035469;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221059;GJB1C67;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8244NR033939;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221060;GDW6I63;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR034802;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221061;GBN3E57;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8246NR035160;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221062;GDH7H14;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR033952;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221063;GEA6D36;Jaguaré;;;;;Volkswagen;24-260;9536K8247NR034194;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221064;GDJ3E75;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR035457;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221065;GIY6F26;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8248NR034818;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221066;GBM6I04;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8249NR035041;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221067;GEY9H53;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8249NR035248;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221068;GHB6B52;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR033990;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221069;GGJ5G91;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8249NR034097;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221070;GDE4G86;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8240NR034053;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221071;GFY0I74;Jaguaré;;;;;Volkswagen;24-260;9536K8248NR033913;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221072;GFL4J13;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8241NR033977;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221073;GBU6A76 ;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8242NR034832;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221074;GBN0G85;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR035030;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221075;GJD6J07;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8242NR035205;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221076;GEY2F46;Jaguaré;;;;;Volkswagen;24-260;9536K8249NR035220;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221077;GAI0J64;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8240NR035879;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221078;GHB8C34;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8242NR036418;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221079;GHI3F23;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8243NR035231;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221080;GFG4E97;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8248NR035239;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221081;GAW1H45;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8241NR035292;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221082;GHU6I35;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8241NR035342;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221083;GEQ9G35;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR035481;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221084;GJU8H51;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K824XNR035503;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221085;GFW9A86;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K824XNR035257;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221086;GJY4G46;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8242NR035270;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221087;GIX8C73;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8247NR035491;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221088;GHR8B24 ;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8245NR035280;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221089;EGK4D36;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8246NR035594;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221090;GES2H53;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR035612;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221091;GIK7C36;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR035304;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221092;GGH3D07;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR035626;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221093;GJQ4H52;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8240NR035445;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221094;GHZ7D53;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8246NR035515;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221095;GFT4J25;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8246NR035529;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221096;GEC9A24;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8246NR035563;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221097;GAQ7B51;Jaguaré;;;;;Volkswagen;24-260;9536K8248NR035578;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221098;GGS2G32;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR036849;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221099;GHA6E27;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8243NR037173;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221100;GJC9B66;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8245NR036381;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221101;GCY1B26;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR035913;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221103;GDP1J44;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8245NR036431;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221104;GFQ9J06;Jaguaré;;;;;Volkswagen;24-260;9536K8241NR037043;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221105;GAG4J51;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR037361;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221106;GKA6J75;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8241NR037091;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;221107;GJP4H31;Jaguaré;Av. Mal. Mário Guedes;Jaguaré;São Paulo - SP;05348-042;Volkswagen;24-260;9536K8247NR037161;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;221108;GHX0I26;Jaguaré;;;;;Volkswagen;17-260;9536K8240NR035008;2021/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;298031;EEH1022;Jaguaré;;;;;Fiat;Ducato;93W244F1392035957;2008/2009;F1A Multijet 2.3;850;4000;0,7 m⁻¹
;298040;EEU5895;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Fiat;Ducato;93W244F1392036221;2008/2009;F1A Multijet 2.3;850;4000;0,7 m⁻¹
;2113612;ENZ6I51;Jaguaré;;;;;Volkswagen;3-150;9535PFTE7KR926613;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113622;EGT6D22;Jaguaré;;;;;Volkswagen;3-150;9535PFTE8KR926474;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113632;DUL5F31;Jaguaré;;;;;Volkswagen;3-150;9535PFTE2KR926924;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113642;BYI0C72;Jaguaré;;;;;Volkswagen;3-150;9535PFTEXKR926623;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113652;BXD8A61;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4KR927122;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113662;BYY7D97;Jaguaré;;;;;Volkswagen;3-150;9535PFTE7KR927258;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113672;DTP7E28;Jaguaré;;;;;Volkswagen;3-150;9535PFTE8KR926877;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113682;ECO9F77;Jaguaré;;;;;Volkswagen;3-150;9535PFTE7KR927146;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113692;EZZ7B87;Jaguaré;;;;;Volkswagen;3-150;9535PFTE3KR926897;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113702;FFQ9D36;Jaguaré;;;;;Volkswagen;3-150;9535PFTE1KR927126;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113712;FJI1G88;Jaguaré;;;;;Volkswagen;3-150;9535PFTE5KR922740;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113722;ESP5D08;Jaguaré;;;;;Volkswagen;3-150;9535PFTE7KR922819;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113732;CFY7D36;Jaguaré;;;;;Volkswagen;3-150;9535PFTE1KR926610;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113742;EOO1F25;Jaguaré;;;;;Volkswagen;3-150;9535PFTEXKR926881;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113752;EXN4C76;Jaguaré;;;;;Volkswagen;3-150;9535PFTE0KR926470;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113762;EWD2B65;Jaguaré;;;;;Volkswagen;3-150;9535PFTE6KR927252;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113772;BPO1G43;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4KR923247;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113782;FCS5A54;Jaguaré;;;;;Volkswagen;3-150;9535PFTE6KR926635;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113792;FXD5J44;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4KR926441;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113802;EYL9D43;Jaguaré;;;;;Volkswagen;3-150;9535PFTE5KR926867;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113812;BSY8I14;Jaguaré;;;;;Volkswagen;3-150;9535PFTE3KR927371;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113822;EZO7F99;Jaguaré;;;;;Volkswagen;3-150;9535PFTE2KR926891;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113832;FCL2H69;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4KR926861;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113842;BYQ1J00;Jaguaré;;;;;Volkswagen;3-150;9535PFTE9KR926872;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113852;EOC0F20;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4KR926438;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2113862;DEM3H29;Jaguaré;;;;;Volkswagen;3-150;9535PFTE8KR926944;2018/2018;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2115052;ELY3E74;Jaguaré;;;;;Volkswagen;3-150;9535PFTE1LR009328;2019/2020;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2115912;GHB0I17;Jaguaré;;;;;Volkswagen;3-150;9535PFTE6MR100399;2020/2021;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2116822;JAE6A29;Transbordo PP;;;;;Volkswagen;25-360;9536R8275MR117692;2020/2021;Cummins ISC;650;2100;1,2 m⁻¹
;2118302;GJO0I55;Jaguaré;;;;;Volkswagen;3-150;9535PFTE5NR036745;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2118312;FLR0J05;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4NR028491;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2118322;FWB7H07;Jaguaré;;;;;Volkswagen;3-150;9535PFTE4NR039913;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2118332;GBZ4F34;Jaguaré;;;;;Volkswagen;3-150;9535PFTE1NR034068;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2118342;GEE5D42;Jaguaré;;;;;Volkswagen;3-150;9535PFTE0NR040329;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2118352;GAE8G84;Jaguaré;;;;;Volkswagen;3-150;9535PFTE6NR044532;2021/2022;Cummins ISF 2.8;800;3600;0,7 m⁻¹
;2119162;FKC6D12;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-260;9536K8247PR029287;2022/2023;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2119172;FXF5I22;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-260;9536K8241PR029799;2022/2023;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2119182;FJF9J34;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-260;9536K8241PR029172;2022/2023;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2119192;FYD4D76;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-260;9536K8240PR029812;2022/2023;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2119202;FWZ1F73;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-260;9536K8246PR029457;2022/2023;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222021;FKW8A24;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR048134;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222022;FQM1B34;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8246NR046286;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;222024;FVN2F56;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR046796;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222020;FGL2G15;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8244NR046822;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222019;FCV8D05;Jaguaré;;;;;Volkswagen;24-260;9536K8243NR045578;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222018;FPC3A85;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8241NR049905;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;222023;GBN6A13;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;24-260;9536K8247NR046233;2022/2022;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215096;GBZ8F44;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8244GR604692;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215092;FWB5D92;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8242GR603976;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215093;FQS8D03;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8247GR604489;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215094;GCV2H24;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8240GR605550;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215097;GGA7B63;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8245GR604913;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215088;GDI9G80;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8242GR604139;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;215076;GGB4623;Jaguaré;;;;;Volkswagen;17-280;953658241GR605298;2015/2016;Cummins ISL;650;2200;1,2 m⁻¹
;213133;FLG2B52;Aterro Bandeirantes;;;;;Volkswagen;10-160;9531M62P5DR357504;2013/2014;MWM 4.10 TCA;700;2500;2,1 m⁻¹
;215055;GDA2948;Aterro Bandeirantes;;;;;Volkswagen;17-280;953658247GR605659;2015/2016;Cummins ISL;650;2200;1,2 m⁻¹
;215073;GEV4A57;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-280;953658248GR605928;2015/2016;Cummins ISL;650;2200;1,2 m⁻¹
;215102;GCZ9B50;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-230;9533G8245GR603809;2015/2016;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;215085;FTJ8G28;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;17-280;95365824XFR507045;2015/2015;Cummins ISL;650;2200;1,2 m⁻¹
;2120572;JAU2D10;Transbordo PP;;;;;Volkswagen;25-360;953638277NR023686;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2120582;JBB3G90;Transbordo PP;;;;;Volkswagen;25-360;9536R8275NR045068;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2120562;JAU2A87;Transbordo PP;;;;;Volkswagen;25-360;953638278NR022840;2021/2022;Cummins ISC;650;2100;1,2 m⁻¹
;2122602;FZL5H31;Jaguaré;;;;;Volkswagen;18-260;9536B8TD8SR013381;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122612;GJN0G21;Jaguaré;;;;;Volkswagen;18-260;9536B8TDXSR013379;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122622;SWR3F03;Jaguaré;;;;;Volkswagen;18-260;9536B8TDXSR012958;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122652;SSU4E64;Jaguaré;;;;;Volkswagen;18-260;9536B8TD9SR013308;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122662;STJ0I64;Jaguaré;;;;;Volkswagen;18-260;9536B8TD8SR013459;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122692;STT9C04;Jaguaré;;;;;Volkswagen;18-260;9536B8TD6SR013203;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122702;STY3B83;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TDXSR013608;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122722;SUY7H53;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD8SR012845;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122732;SWR3A13;Jaguaré;;;;;Volkswagen;18-260;9536B8TD9SR013213;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122792;SKE7H39;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD9SR011655;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122812;SKE9G08;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD9SR012109;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122822;STF3F74;Jaguaré;;;;;Volkswagen;18-260;9536B8TD6SR013069;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
;2122832;SWB2D53;Jaguaré;;;;;Volkswagen;18-260;9536B8TD5SR013547;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;2122642;SKE5C62;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD7SR020807;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;2122672;STL7J94;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD4SR012776;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
OK;2122682;STQ0J43;Vila Maria;Av. Morvan Dias de Figueiredo, 5479;Vila Maria;São Paulo - SP;02170-000;Volkswagen;18-260;9536B8TD3SR013384;2024/2025;Cummins ISB 6.7;700;2500;1,5 m⁻¹
